ref_sample,ref_time,dp_group,top1_group,top1_clip,top1_source_time,top1_score,top2_group,top2_clip,top2_source_time,top2_score,top3_group,top3_clip,top3_source_time,top3_score,top4_group,top4_clip,top4_source_time,top4_score,top5_group,top5_clip,top5_source_time,top5_score,score_YOSHINO,score_SAKURI,score_TSUKUYOMI,score_MOMIJI,score_SETSUKA,score_MAGIC
674,168.5306396484375,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.0,0.8864057064056396,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.25,0.852654755115509,SETSUKA,Create one continuous five-second continuity bridge between.mp4,2.75,0.8150771856307983,SETSUKA,Create one continuous five-second continuity bridge between.mp4,2.5,0.7941681146621704,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.0,0.7532119750976562,0.20017488300800323,0.2858947813510895,0.41950079798698425,0.3157825469970703,0.8864057064056396,0.3230450749397278
675,168.7806854248047,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.5,0.996159553527832,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.75,0.8993842601776123,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.25,0.8104069232940674,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.0,0.7248339653015137,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.25,0.5842471718788147,0.29442620277404785,0.31055977940559387,0.4476010203361511,0.3245817720890045,0.996159553527832,0.3132319748401642
676,169.03073120117188,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.75,0.9428731203079224,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.0,0.9001353979110718,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.5,0.832110583782196,SETSUKA,Create one continuous five-second continuity bridge between.mp4,3.25,0.7351123690605164,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.25,0.6823526620864868,0.252299427986145,0.32269102334976196,0.3982425630092621,0.3633277416229248,0.9428731203079224,0.25943297147750854
677,169.28077697753906,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.25,0.9831783771514893,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.5,0.9316607117652893,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.0,0.9091914296150208,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.75,0.9030850529670715,SETSUKA,Create one continuous five-second motion between the supplie.mp4,0.75,0.8922743797302246,0.1513020545244217,0.29882606863975525,0.3216845691204071,0.35196277499198914,0.9831783771514893,0.19403308629989624
678,169.53082275390625,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.5,0.9946761131286621,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.75,0.9830963611602783,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.25,0.9632871747016907,SETSUKA,Create one continuous five-second continuity bridge between.mp4,5.0,0.9588986039161682,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.5,0.952872097492218,0.09199700504541397,0.27541062235832214,0.3212265372276306,0.35774126648902893,0.9946761131286621,0.1783452332019806
679,169.78086853027344,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge between.mp4,5.0,0.9926289319992065,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.5,0.9899008274078369,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.75,0.9875972867012024,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.25,0.970855712890625,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.75,0.9649509191513062,0.07459287345409393,0.2834501266479492,0.2973933815956116,0.346373587846756,0.9926289319992065,0.17306289076805115
680,170.03091430664062,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.75,0.994497537612915,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.5,0.9737867712974548,SETSUKA,Create one continuous five-second continuity bridge between.mp4,5.0,0.973538339138031,SETSUKA,Create one continuous five-second continuity bridge between.mp4,4.75,0.9552597999572754,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.0,0.9521275162696838,0.08658663183450699,0.28135228157043457,0.3038494288921356,0.34975671768188477,0.994497537612915,0.16501092910766602
681,170.2809600830078,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.0,0.9947381019592285,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.75,0.9561673402786255,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.25,0.9310717582702637,SETSUKA,Create one continuous five-second motion between the supplie.mp4,1.5,0.9051049947738647,SETSUKA,Create one continuous five-second continuity bridge between.mp4,5.0,0.9031176567077637,0.09924696385860443,0.27625563740730286,0.34153854846954346,0.36970552802085876,0.9947381019592285,0.160572811961174
682,170.531005859375,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.25,0.9939126968383789,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.0,0.9697123765945435,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.5,0.9690835475921631,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.75,0.9391434192657471,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.25,0.9248426556587219,0.08035501092672348,0.24696850776672363,0.33758825063705444,0.3495001494884491,0.9939126968383789,0.2131093293428421
683,170.7810516357422,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.0,0.9955852031707764,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.5,0.9950826168060303,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.75,0.9788086414337158,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.25,0.9623517990112305,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.25,0.9571115970611572,0.07650282233953476,0.22620762884616852,0.346854031085968,0.345211386680603,0.9955852031707764,0.22918477654457092
684,171.03109741210938,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.75,0.9939481616020203,SETSUKA,Create one continuous five-second motion between the supplie.mp4,3.0,0.9807871580123901,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.25,0.9675219058990479,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.0,0.9644947052001953,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.5,0.9638248682022095,0.09802539646625519,0.2169143706560135,0.3606393039226532,0.3386203944683075,0.9939481616020203,0.25088444352149963
685,171.28114318847656,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie.mp4,3.0,0.8341953754425049,SETSUKA,Create one continuous five-second motion between the supplie.mp4,3.25,0.8308326005935669,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.5,0.8050765991210938,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.25,0.7990328073501587,SETSUKA,Create one continuous five-second motion between the supplie.mp4,2.75,0.7933610677719116,0.13944177329540253,0.15531796216964722,0.35120534896850586,0.26970914006233215,0.8341953754425049,0.2030116319656372
686,171.53118896484375,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie.mp4,3.25,0.8521817326545715,SETSUKA,Create one continuous five-second motion between the supplie.mp4,3.5,0.8461769819259644,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.5,0.8197911381721497,SETSUKA,Create one continuous five-second motion between the supplie.mp4,3.0,0.8188600540161133,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.75,0.8148110508918762,0.11979459226131439,0.13718631863594055,0.372616708278656,0.3162640631198883,0.8521817326545715,0.22439606487751007
687,171.78123474121094,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.0,0.9058589935302734,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.75,0.8917204141616821,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.25,0.8814524412155151,SETSUKA,Create one continuous five-second motion between the supplie.mp4,3.5,0.8557233810424805,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.5,0.8482800722122192,0.16475455462932587,0.21175619959831238,0.3541686236858368,0.3528635799884796,0.9058589935302734,0.22628311812877655
688,172.03128051757812,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.25,0.9946391582489014,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.5,0.9719564914703369,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.0,0.9629985094070435,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,0.75,0.9294021129608154,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.75,0.8950119614601135,0.10195248574018478,0.1857616901397705,0.37173914909362793,0.3430549204349518,0.9946391582489014,0.2394884079694748
689,172.2813262939453,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.75,0.991218090057373,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.5,0.9140782356262207,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.0,0.8903149366378784,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.25,0.8673675656318665,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,1.0,0.8098827600479126,0.1321592479944229,0.21868041157722473,0.42435702681541443,0.3520119786262512,0.991218090057373,0.2598460614681244
690,172.5313720703125,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.25,0.9799002408981323,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.0,0.9382694959640503,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.5,0.8310235738754272,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.5,0.8277261257171631,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.25,0.8207087516784668,0.17490120232105255,0.2457934319972992,0.4326809346675873,0.29988422989845276,0.9799002408981323,0.2816149592399597
691,172.7814178466797,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.5,0.9949719309806824,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.75,0.9203925728797913,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.0,0.89597088098526,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.25,0.8831534385681152,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.25,0.844487190246582,0.2018604278564453,0.2863174378871918,0.40901049971580505,0.3084567189216614,0.9949719309806824,0.2589481472969055
692,173.03146362304688,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.75,0.98271644115448,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.0,0.9817981123924255,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.5,0.9028134346008301,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.25,0.8556839227676392,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.25,0.7587388157844543,0.15390034019947052,0.2855490744113922,0.42203381657600403,0.30437055230140686,0.98271644115448,0.23346394300460815
693,173.28150939941406,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.25,0.993770956993103,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.5,0.9070032238960266,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.0,0.9023799896240234,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.5,0.8460235595703125,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,2.25,0.8400001525878906,0.13551323115825653,0.31700944900512695,0.39317235350608826,0.27752989530563354,0.993770956993103,0.22749227285385132
694,173.53155517578125,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.75,0.9832333922386169,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.5,0.9777792692184448,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.0,0.9445762634277344,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.25,0.9339931011199951,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.5,0.9321228265762329,0.13422377407550812,0.21743476390838623,0.400143027305603,0.324449360370636,0.9832333922386169,0.24125191569328308
695,173.78160095214844,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.0,0.9934490919113159,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.25,0.9891470670700073,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.5,0.9852899312973022,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.75,0.9824376106262207,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,3.75,0.9799785614013672,0.12410586327314377,0.2113845944404602,0.3757692277431488,0.32390204071998596,0.9934490919113159,0.2368360161781311
696,174.03164672851562,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.25,0.9956620931625366,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.5,0.9948706030845642,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.75,0.9922486543655396,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.0,0.9921238422393799,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,5.0,0.9838904142379761,0.1325339674949646,0.20562273263931274,0.3763412833213806,0.321250855922699,0.9956620931625366,0.24043507874011993
697,174.2816925048828,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.75,0.9948997497558594,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.5,0.993945837020874,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.25,0.9935131669044495,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.0,0.9891220331192017,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,5.0,0.9888290762901306,0.1325799822807312,0.20075783133506775,0.37862396240234375,0.3176101744174957,0.9948997497558594,0.23747339844703674
698,174.53173828125,SETSUKA,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,5.0,0.9937758445739746,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.25,0.9937670230865479,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.0,0.992422878742218,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.75,0.9882745742797852,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.25,0.9825719594955444,0.1319137066602707,0.1989326775074005,0.368221253156662,0.31474506855010986,0.9937758445739746,0.23236991465091705
699,174.7817840576172,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.5,0.9149739742279053,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,5.0,0.8243799209594727,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.25,0.8241662979125977,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.0,0.8223405480384827,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.75,0.8197369575500488,0.09101731330156326,0.1695118248462677,0.3498702347278595,0.2779420018196106,0.9149739742279053,0.22100286185741425
700,175.03182983398438,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.75,0.9582473635673523,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.5,0.615760862827301,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.25,0.6029082536697388,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,5.0,0.600735068321228,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.0,0.600384533405304,0.12923820316791534,0.2547253966331482,0.34632667899131775,0.19279609620571136,0.9582473635673523,0.21288099884986877
701,175.28187561035156,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.0,0.7640326023101807,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.25,0.642446756362915,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.5,0.5223002433776855,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.75,0.4917984902858734,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,4.75,0.4497905969619751,0.16832122206687927,0.2670603394508362,0.2994194030761719,0.21311931312084198,0.7640326023101807,0.25903603434562683
702,175.53192138671875,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.25,0.7804690599441528,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.5,0.776070237159729,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.75,0.6318840384483337,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.0,0.6084324717521667,SETSUKA,Create a seamless transition from the supplied snowy forest.mp4,2.25,0.4851887822151184,0.2780364751815796,0.4315272867679596,0.45555466413497925,0.25534433126449585,0.7804690599441528,0.3000430166721344
703,175.78196716308594,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.75,0.7882636189460754,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.25,0.6498852372169495,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.0,0.6142516732215881,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.5,0.5956825613975525,SETSUKA,Create one continuous five-second continuity bridge from the.mp4,5.0,0.44217759370803833,0.2069772481918335,0.2947693467140198,0.3658614754676819,0.2670442759990692,0.7882636189460754,0.2653036117553711
704,176.03201293945312,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.0,0.9443192481994629,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.75,0.6529961228370667,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.5,0.5919950008392334,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,1.25,0.5789459943771362,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,0.25,0.4392127990722656,0.299088716506958,0.2778475880622864,0.3686487078666687,0.23436149954795837,0.9443192481994629,0.21038877964019775
705,176.2820587158203,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.25,0.9291874170303345,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.5,0.9284577369689941,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.75,0.8629546165466309,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.0,0.8486173748970032,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.25,0.8350381851196289,0.20922335982322693,0.28675007820129395,0.1768067330121994,0.3138556480407715,0.9291874170303345,0.12344565987586975
706,176.53208923339844,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.75,0.9803714752197266,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.0,0.970889151096344,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.25,0.9592945575714111,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.5,0.9443603754043579,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.5,0.943298876285553,0.2039586305618286,0.2849199175834656,0.20856426656246185,0.3066853880882263,0.9803714752197266,0.1675957888364792
707,176.78213500976562,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.0,0.9896508455276489,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.75,0.9864978194236755,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.25,0.983512282371521,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.5,0.9716875553131104,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.75,0.955174446105957,0.20995980501174927,0.29037347435951233,0.24099940061569214,0.31574979424476624,0.9896508455276489,0.1702088862657547
708,177.0321807861328,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.25,0.9915528297424316,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.0,0.9860610961914062,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.5,0.9855427742004395,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,2.75,0.975549042224884,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.75,0.9723731279373169,0.2148769497871399,0.2860508859157562,0.24579918384552002,0.31224119663238525,0.9915528297424316,0.16763046383857727
709,177.2822265625,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.5,0.9923484921455383,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.75,0.9900673031806946,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.25,0.9842890501022339,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,4.0,0.9820387959480286,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.0,0.9812144041061401,0.21395479142665863,0.29671913385391235,0.24645116925239563,0.3078405559062958,0.9923484921455383,0.15434053540229797
710,177.5322723388672,SETSUKA,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,4.0,0.9912564158439636,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.0,0.9907335042953491,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.75,0.9903798699378967,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.5,0.9819768071174622,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,3.25,0.9650707840919495,0.2161867469549179,0.2967328727245331,0.2453456073999405,0.30333003401756287,0.9912564158439636,0.1489250659942627
711,177.78231811523438,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.5,0.9794792532920837,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.25,0.9765311479568481,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.75,0.9016740322113037,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.0,0.8753401041030884,SETSUKA,Create a seamless transition from the supplied moon-gate rea.mp4,4.0,0.8737848401069641,0.24238719046115875,0.3068251311779022,0.2721720337867737,0.3026202619075775,0.9794792532920837,0.1623900830745697
712,178.03236389160156,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.75,0.9933033585548401,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.5,0.9550628662109375,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.0,0.9173445105552673,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.25,0.8798282146453857,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.25,0.8777692317962646,0.25736603140830994,0.3142992854118347,0.32461246848106384,0.2855425477027893,0.9933033585548401,0.1880735456943512
713,178.28240966796875,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.0,0.9938694834709167,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.25,0.9645267128944397,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.75,0.9211582541465759,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.5,0.8372632265090942,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.5,0.8023174405097961,0.22708536684513092,0.2847597301006317,0.35991930961608887,0.24846699833869934,0.9938694834709167,0.19529762864112854
714,178.53245544433594,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.25,0.9742147326469421,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.0,0.9158183336257935,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.5,0.9000332355499268,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.75,0.8650335669517517,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,0.5,0.8153180480003357,0.23352019488811493,0.3077055811882019,0.34797513484954834,0.23628473281860352,0.9742147326469421,0.18361148238182068
715,178.78250122070312,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.75,0.9847100377082825,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.0,0.9306344389915466,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.25,0.8964278101921082,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.5,0.8187503218650818,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.5,0.8180782198905945,0.2020685076713562,0.313280314207077,0.27669280767440796,0.32115310430526733,0.9847100377082825,0.18472933769226074
716,179.0325469970703,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.0,0.9917421936988831,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.75,0.9574230909347534,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.25,0.9519829750061035,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.5,0.841546356678009,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.5,0.8328275680541992,0.17937731742858887,0.28112170100212097,0.28076857328414917,0.31829994916915894,0.9917421936988831,0.16543620824813843
717,179.2825927734375,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.25,0.9734218120574951,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.5,0.9497687816619873,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.0,0.8967231512069702,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.75,0.8941601514816284,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,1.75,0.8826577663421631,0.16632677614688873,0.3048386871814728,0.27523162961006165,0.29331862926483154,0.9734218120574951,0.16155433654785156
718,179.5326385498047,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.75,0.9928627014160156,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.5,0.9641129374504089,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.0,0.9517956972122192,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.25,0.9244750142097473,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.5,0.8697932958602905,0.19176705181598663,0.2651287019252777,0.250888466835022,0.26552605628967285,0.9928627014160156,0.151089608669281
719,179.78268432617188,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.0,0.9939504861831665,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.25,0.9754387736320496,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.75,0.9570293426513672,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.5,0.9062144160270691,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.5,0.8734343647956848,0.20668064057826996,0.28919100761413574,0.2626491189002991,0.26339343190193176,0.9939504861831665,0.15629401803016663
720,180.03273010253906,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.25,0.987083375453949,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.0,0.9495627284049988,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.5,0.937593936920166,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.75,0.9186202883720398,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.5,0.8873823881149292,0.20870108902454376,0.28639864921569824,0.25644633173942566,0.2551455795764923,0.987083375453949,0.1668507158756256
721,180.28277587890625,SETSUKA,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.75,0.9585852026939392,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,3.5,0.9024823307991028,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.5,0.8155487179756165,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.25,0.809501588344574,SETSUKA,Create one continuous five-second motion between the supplie (1).mp4,2.0,0.8057665824890137,0.1846015900373459,0.21224099397659302,0.29183176159858704,0.30070653557777405,0.9585852026939392,0.19026610255241394
